Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:2DrGEaqoruCSn0FffWCf5O,9542d42ff7d24c4aa3c9721752a46e9d,2024-11-17T16:48:43Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:2G2YzndIA6jeWFPBXhUjh5,9542d42ff7d24c4aa3c9721752a46e9d,2024-11-17T16:48:43Z,2,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:2SpEHTbUuebeLkgs9QB7Ue,9542d42ff7d24c4aa3c9721752a46e9d,2024-11-17T16:48:43Z,2,Genre breaking pop. Two upvotes,89e1c13b053a43eebd03a5ef6d056367
spotify:track:3Cbh1EJ6OYAPkkNRuTIz6T,9542d42ff7d24c4aa3c9721752a46e9d,2024-11-17T16:48:43Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:4GPwz80qwxmxX2D2vujUnR,9542d42ff7d24c4aa3c9721752a46e9d,2024-11-17T16:48:43Z,-1,This is over 3 mins long ,89e1c13b053a43eebd03a5ef6d056367
spotify:track:5AKQ1JHezaXDmN5SyMSpEr,9542d42ff7d24c4aa3c9721752a46e9d,2024-11-17T16:48:43Z,-1,I really wanted to upvote this because it’s fantastic but this is over 3 minutes long and RULES ARE RULES,89e1c13b053a43eebd03a5ef6d056367
spotify:track:5oV1YjM2rtyZ55txHHsFUu,9542d42ff7d24c4aa3c9721752a46e9d,2024-11-17T16:48:43Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:5qGwqO0lkbBXw4xNfzT7SF,9542d42ff7d24c4aa3c9721752a46e9d,2024-11-17T16:48:43Z,1,Unbelievable pop ,89e1c13b053a43eebd03a5ef6d056367
spotify:track:6IZWJhXyk1Z0rtWNxIi4o7,9542d42ff7d24c4aa3c9721752a46e9d,2024-11-17T16:48:43Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:0MHXrqn909p0LRTPsNsGEi,4ab8e92ca4e949dda9e3756bfbe0c411,2024-11-17T16:51:46Z,3,Literally one of my favourite songs ever and one I was super close to picking myself ,89e1c13b053a43eebd03a5ef6d056367
spotify:track:2DrGEaqoruCSn0FffWCf5O,4ab8e92ca4e949dda9e3756bfbe0c411,2024-11-17T16:51:46Z,2,Another song I was very close to picking ,89e1c13b053a43eebd03a5ef6d056367
spotify:track:2G2YzndIA6jeWFPBXhUjh5,4ab8e92ca4e949dda9e3756bfbe0c411,2024-11-17T16:51:46Z,2,Dictionary definition of the perfect pop record,89e1c13b053a43eebd03a5ef6d056367
spotify:track:4c6vZqYHFur11FbWATIJ9P,4ab8e92ca4e949dda9e3756bfbe0c411,2024-11-17T16:51:46Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:4CRpOsjhvgxjF7rQufmyZ1,4ab8e92ca4e949dda9e3756bfbe0c411,2024-11-17T16:51:46Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:4GPwz80qwxmxX2D2vujUnR,4ab8e92ca4e949dda9e3756bfbe0c411,2024-11-17T16:51:46Z,-1,"Well over 3 minutes, so I have to down vote it",89e1c13b053a43eebd03a5ef6d056367
spotify:track:52HAHV1j93s5B8GoTNI7DJ,4ab8e92ca4e949dda9e3756bfbe0c411,2024-11-17T16:51:46Z,-1,I'm just not a fan of the big O,89e1c13b053a43eebd03a5ef6d056367
spotify:track:5oV1YjM2rtyZ55txHHsFUu,4ab8e92ca4e949dda9e3756bfbe0c411,2024-11-17T16:51:46Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:0cGG2EouYCEEC3xfa0tDFV,3b3e5df26a6b46379b4138e2c2d0fef4,2024-11-17T18:22:51Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:1qRA5BS78u3gME0loMl9AA,3b3e5df26a6b46379b4138e2c2d0fef4,2024-11-17T18:22:51Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:2DrGEaqoruCSn0FffWCf5O,3b3e5df26a6b46379b4138e2c2d0fef4,2024-11-17T18:22:51Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:4c6vZqYHFur11FbWATIJ9P,3b3e5df26a6b46379b4138e2c2d0fef4,2024-11-17T18:22:51Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:4CRpOsjhvgxjF7rQufmyZ1,3b3e5df26a6b46379b4138e2c2d0fef4,2024-11-17T18:22:51Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:4GPwz80qwxmxX2D2vujUnR,3b3e5df26a6b46379b4138e2c2d0fef4,2024-11-17T18:22:51Z,-1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:5AKQ1JHezaXDmN5SyMSpEr,3b3e5df26a6b46379b4138e2c2d0fef4,2024-11-17T18:22:51Z,-1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:6ALPLbDJ9eWVij9ep3Cgf4,3b3e5df26a6b46379b4138e2c2d0fef4,2024-11-17T18:22:51Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:6FwkZ5lYdCUh1mzI1Bhojn,3b3e5df26a6b46379b4138e2c2d0fef4,2024-11-17T18:22:51Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:6IZWJhXyk1Z0rtWNxIi4o7,3b3e5df26a6b46379b4138e2c2d0fef4,2024-11-17T18:22:51Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:6PgVDY8GTkxF3GmhVGPzoB,3b3e5df26a6b46379b4138e2c2d0fef4,2024-11-17T18:22:51Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:7G5xEOORkAAUhx6wjTRb26,3b3e5df26a6b46379b4138e2c2d0fef4,2024-11-17T18:22:51Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:0MHXrqn909p0LRTPsNsGEi,f77602f9f478467d935f3ad9a2156bab,2024-11-17T22:49:39Z,2,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:2G2YzndIA6jeWFPBXhUjh5,f77602f9f478467d935f3ad9a2156bab,2024-11-17T22:49:39Z,3,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:4c6vZqYHFur11FbWATIJ9P,f77602f9f478467d935f3ad9a2156bab,2024-11-17T22:49:39Z,4,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:4GPwz80qwxmxX2D2vujUnR,f77602f9f478467d935f3ad9a2156bab,2024-11-17T22:49:39Z,-1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:5AKQ1JHezaXDmN5SyMSpEr,f77602f9f478467d935f3ad9a2156bab,2024-11-17T22:49:39Z,-1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:6FwkZ5lYdCUh1mzI1Bhojn,f77602f9f478467d935f3ad9a2156bab,2024-11-17T22:49:39Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:0MHXrqn909p0LRTPsNsGEi,e8ef62be759142a49a7ff793a8b60bd0,2024-11-17T23:37:45Z,0,"Amazing of course, but is picking a single edit cheating? ",89e1c13b053a43eebd03a5ef6d056367
spotify:track:0cGG2EouYCEEC3xfa0tDFV,e8ef62be759142a49a7ff793a8b60bd0,2024-11-17T23:37:45Z,4,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,e8ef62be759142a49a7ff793a8b60bd0,2024-11-17T23:37:45Z,5,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:1qRA5BS78u3gME0loMl9AA,e8ef62be759142a49a7ff793a8b60bd0,2024-11-17T23:37:45Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:4GPwz80qwxmxX2D2vujUnR,e8ef62be759142a49a7ff793a8b60bd0,2024-11-17T23:37:45Z,-1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:5AKQ1JHezaXDmN5SyMSpEr,e8ef62be759142a49a7ff793a8b60bd0,2024-11-17T23:37:45Z,-1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,9faa2b3e396244288cbbd9cea0f44119,2024-11-18T12:30:43Z,-1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:1Je1IMUlBXcx1Fz0WE7oPT,9faa2b3e396244288cbbd9cea0f44119,2024-11-18T12:30:43Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:2G2YzndIA6jeWFPBXhUjh5,9faa2b3e396244288cbbd9cea0f44119,2024-11-18T12:30:43Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:2qSkIjg1o9h3YT9RAgYN75,9faa2b3e396244288cbbd9cea0f44119,2024-11-18T12:30:43Z,2,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:4c6vZqYHFur11FbWATIJ9P,9faa2b3e396244288cbbd9cea0f44119,2024-11-18T12:30:43Z,2,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:4GPwz80qwxmxX2D2vujUnR,9faa2b3e396244288cbbd9cea0f44119,2024-11-18T12:30:43Z,-1,3 mins 35 seconds - sorry but this is illegal! ,89e1c13b053a43eebd03a5ef6d056367
spotify:track:52HAHV1j93s5B8GoTNI7DJ,9faa2b3e396244288cbbd9cea0f44119,2024-11-18T12:30:43Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:6xdLJrVj4vIXwhuG8TMopk,9faa2b3e396244288cbbd9cea0f44119,2024-11-18T12:30:43Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:7G5xEOORkAAUhx6wjTRb26,9faa2b3e396244288cbbd9cea0f44119,2024-11-18T12:30:43Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:0cGG2EouYCEEC3xfa0tDFV,9faa2b3e396244288cbbd9cea0f44119,2024-11-18T12:30:43Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:6IZWJhXyk1Z0rtWNxIi4o7,9f0e70a8dcc241f8a8f35e19f687c8ff,2024-11-18T18:34:57Z,4,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:1qRA5BS78u3gME0loMl9AA,9f0e70a8dcc241f8a8f35e19f687c8ff,2024-11-18T18:34:57Z,3,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:4GPwz80qwxmxX2D2vujUnR,9f0e70a8dcc241f8a8f35e19f687c8ff,2024-11-18T18:34:57Z,-1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:4YwbSZaYeYja8Umyt222Qf,9f0e70a8dcc241f8a8f35e19f687c8ff,2024-11-18T18:34:57Z,2,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:5AKQ1JHezaXDmN5SyMSpEr,9f0e70a8dcc241f8a8f35e19f687c8ff,2024-11-18T18:34:57Z,-1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:6CdR5Zu0bpP03XjpNycbaa,9f0e70a8dcc241f8a8f35e19f687c8ff,2024-11-18T18:34:57Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:52HAHV1j93s5B8GoTNI7DJ,072bb365020842ddbaf4e9b5fa9201be,2024-11-18T19:23:20Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:5AKQ1JHezaXDmN5SyMSpEr,072bb365020842ddbaf4e9b5fa9201be,2024-11-18T19:23:20Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:6ALPLbDJ9eWVij9ep3Cgf4,072bb365020842ddbaf4e9b5fa9201be,2024-11-18T19:23:20Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:6IZWJhXyk1Z0rtWNxIi4o7,072bb365020842ddbaf4e9b5fa9201be,2024-11-18T19:23:20Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:6PgVDY8GTkxF3GmhVGPzoB,072bb365020842ddbaf4e9b5fa9201be,2024-11-18T19:23:20Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:6xdLJrVj4vIXwhuG8TMopk,072bb365020842ddbaf4e9b5fa9201be,2024-11-18T19:23:20Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,072bb365020842ddbaf4e9b5fa9201be,2024-11-18T19:23:20Z,-1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:2DrGEaqoruCSn0FffWCf5O,072bb365020842ddbaf4e9b5fa9201be,2024-11-18T19:23:20Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:4c6vZqYHFur11FbWATIJ9P,072bb365020842ddbaf4e9b5fa9201be,2024-11-18T19:23:20Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:4CRpOsjhvgxjF7rQufmyZ1,072bb365020842ddbaf4e9b5fa9201be,2024-11-18T19:23:20Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:4OvXecGenX5ZtlldeQ4I4Y,072bb365020842ddbaf4e9b5fa9201be,2024-11-18T19:23:20Z,-1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:4YwbSZaYeYja8Umyt222Qf,072bb365020842ddbaf4e9b5fa9201be,2024-11-18T19:23:20Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:6IZWJhXyk1Z0rtWNxIi4o7,48021ebdcf6f4fcdba907ded3c56359b,2024-11-20T13:12:32Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:0cGG2EouYCEEC3xfa0tDFV,48021ebdcf6f4fcdba907ded3c56359b,2024-11-20T13:12:32Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:0MHXrqn909p0LRTPsNsGEi,48021ebdcf6f4fcdba907ded3c56359b,2024-11-20T13:12:32Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,48021ebdcf6f4fcdba907ded3c56359b,2024-11-20T13:12:32Z,-1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:2DrGEaqoruCSn0FffWCf5O,48021ebdcf6f4fcdba907ded3c56359b,2024-11-20T13:12:32Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:2G2YzndIA6jeWFPBXhUjh5,48021ebdcf6f4fcdba907ded3c56359b,2024-11-20T13:12:32Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:2qSkIjg1o9h3YT9RAgYN75,48021ebdcf6f4fcdba907ded3c56359b,2024-11-20T13:12:32Z,-1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:2SpEHTbUuebeLkgs9QB7Ue,48021ebdcf6f4fcdba907ded3c56359b,2024-11-20T13:12:32Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:5qGwqO0lkbBXw4xNfzT7SF,48021ebdcf6f4fcdba907ded3c56359b,2024-11-20T13:12:32Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:6ALPLbDJ9eWVij9ep3Cgf4,48021ebdcf6f4fcdba907ded3c56359b,2024-11-20T13:12:32Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:7G5xEOORkAAUhx6wjTRb26,48021ebdcf6f4fcdba907ded3c56359b,2024-11-20T13:12:32Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:7uEcCGtM1FBBGIhPozhJjv,48021ebdcf6f4fcdba907ded3c56359b,2024-11-20T13:12:32Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:0cGG2EouYCEEC3xfa0tDFV,bed280b6339f44c3b7e602a92b114b38,2024-11-20T19:42:34Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:1qRA5BS78u3gME0loMl9AA,bed280b6339f44c3b7e602a92b114b38,2024-11-20T19:42:34Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:1swmf4hFMJYRNA8Rq9PVaW,bed280b6339f44c3b7e602a92b114b38,2024-11-20T19:42:34Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:2DrGEaqoruCSn0FffWCf5O,bed280b6339f44c3b7e602a92b114b38,2024-11-20T19:42:34Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:2G2YzndIA6jeWFPBXhUjh5,bed280b6339f44c3b7e602a92b114b38,2024-11-20T19:42:34Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:4CRpOsjhvgxjF7rQufmyZ1,bed280b6339f44c3b7e602a92b114b38,2024-11-20T19:42:34Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:4GPwz80qwxmxX2D2vujUnR,bed280b6339f44c3b7e602a92b114b38,2024-11-20T19:42:34Z,-1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:6CdR5Zu0bpP03XjpNycbaa,bed280b6339f44c3b7e602a92b114b38,2024-11-20T19:42:34Z,-1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:6IZWJhXyk1Z0rtWNxIi4o7,bed280b6339f44c3b7e602a92b114b38,2024-11-20T19:42:34Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:6PgVDY8GTkxF3GmhVGPzoB,bed280b6339f44c3b7e602a92b114b38,2024-11-20T19:42:34Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:6xdLJrVj4vIXwhuG8TMopk,bed280b6339f44c3b7e602a92b114b38,2024-11-20T19:42:34Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:7uEcCGtM1FBBGIhPozhJjv,bed280b6339f44c3b7e602a92b114b38,2024-11-20T19:42:34Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:0cGG2EouYCEEC3xfa0tDFV,cc40c0b357ab456789e113b94a55bb4e,2024-11-20T20:01:14Z,2,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,cc40c0b357ab456789e113b94a55bb4e,2024-11-20T20:01:14Z,-1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:2G2YzndIA6jeWFPBXhUjh5,cc40c0b357ab456789e113b94a55bb4e,2024-11-20T20:01:14Z,2,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:3Cbh1EJ6OYAPkkNRuTIz6T,cc40c0b357ab456789e113b94a55bb4e,2024-11-20T20:01:14Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:4YwbSZaYeYja8Umyt222Qf,cc40c0b357ab456789e113b94a55bb4e,2024-11-20T20:01:14Z,-1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:52HAHV1j93s5B8GoTNI7DJ,cc40c0b357ab456789e113b94a55bb4e,2024-11-20T20:01:14Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:5AKQ1JHezaXDmN5SyMSpEr,cc40c0b357ab456789e113b94a55bb4e,2024-11-20T20:01:14Z,2,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:5qGwqO0lkbBXw4xNfzT7SF,cc40c0b357ab456789e113b94a55bb4e,2024-11-20T20:01:14Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:7G5xEOORkAAUhx6wjTRb26,cc40c0b357ab456789e113b94a55bb4e,2024-11-20T20:01:14Z,1,,89e1c13b053a43eebd03a5ef6d056367
spotify:track:7Gq1h1mIUgYqfr1vP6oGnI,9f0e70a8dcc241f8a8f35e19f687c8ff,2024-11-24T12:52:54Z,3,,c81299f91e0941a0b255021fee5cbf7f
spotify:track:6gJdDnF2TzfA1WPMXuCa3x,9f0e70a8dcc241f8a8f35e19f687c8ff,2024-11-24T12:52:54Z,1,,c81299f91e0941a0b255021fee5cbf7f
spotify:track:244AvzGQ4Ksa5637JQu5Gy,9f0e70a8dcc241f8a8f35e19f687c8ff,2024-11-24T12:52:54Z,-1,,c81299f91e0941a0b255021fee5cbf7f
spotify:track:1QhSB9L9M5eZQhW4RNOhXK,9f0e70a8dcc241f8a8f35e19f687c8ff,2024-11-24T12:52:54Z,-1,There is no way this is better than the Paragons version!,c81299f91e0941a0b255021fee5cbf7f
spotify:track:0xedT3pJWCBjoh0Nyqeuxj,9f0e70a8dcc241f8a8f35e19f687c8ff,2024-11-24T12:52:54Z,2,,c81299f91e0941a0b255021fee5cbf7f
spotify:track:04meQOdHsGUMmlgLHmq0Is,9f0e70a8dcc241f8a8f35e19f687c8ff,2024-11-24T12:52:54Z,1,,c81299f91e0941a0b255021fee5cbf7f
spotify:track:7lSDCrF11sdTVfjbAQVZE8,9f0e70a8dcc241f8a8f35e19f687c8ff,2024-11-24T12:52:54Z,3,,c81299f91e0941a0b255021fee5cbf7f
spotify:track:7lSDCrF11sdTVfjbAQVZE8,9faa2b3e396244288cbbd9cea0f44119,2024-11-24T16:14:23Z,-1,Absolutely not better than the original in any way.,c81299f91e0941a0b255021fee5cbf7f
spotify:track:7fRPW34qS6KkZpMY4iBrJJ,9faa2b3e396244288cbbd9cea0f44119,2024-11-24T16:14:23Z,2,,c81299f91e0941a0b255021fee5cbf7f
spotify:track:5ZBeML7Lf3FMEVviTyvi8l,9faa2b3e396244288cbbd9cea0f44119,2024-11-24T16:14:23Z,1,,c81299f91e0941a0b255021fee5cbf7f
spotify:track:45Ok4AREEWfPIBZ4ylCXK7,9faa2b3e396244288cbbd9cea0f44119,2024-11-24T16:14:23Z,1,,c81299f91e0941a0b255021fee5cbf7f
spotify:track:31IW5yO5sD6KVia4FvILUY,9faa2b3e396244288cbbd9cea0f44119,2024-11-24T16:14:23Z,-1,,c81299f91e0941a0b255021fee5cbf7f
spotify:track:5GHY1DFWKz3Prg2V0Iodqo,9faa2b3e396244288cbbd9cea0f44119,2024-11-24T16:14:23Z,1,,c81299f91e0941a0b255021fee5cbf7f
spotify:track:2aoo2jlRnM3A0NyLQqMN2f,9faa2b3e396244288cbbd9cea0f44119,2024-11-24T16:14:23Z,1,,c81299f91e0941a0b255021fee5cbf7f
spotify:track:0xedT3pJWCBjoh0Nyqeuxj,9faa2b3e396244288cbbd9cea0f44119,2024-11-24T16:14:23Z,1,,c81299f91e0941a0b255021fee5cbf7f
spotify:track:0DCt0NYxTT314P4Rcqzqa2,9faa2b3e396244288cbbd9cea0f44119,2024-11-24T16:14:23Z,1,,c81299f91e0941a0b255021fee5cbf7f
spotify:track:04meQOdHsGUMmlgLHmq0Is,9faa2b3e396244288cbbd9cea0f44119,2024-11-24T16:14:23Z,1,,c81299f91e0941a0b255021fee5cbf7f
spotify:track:7s25THrKz86DM225dOYwnr,9faa2b3e396244288cbbd9cea0f44119,2024-11-24T16:14:23Z,1,,c81299f91e0941a0b255021fee5cbf7f
